articleNr	reviewer_01	outlet	date	title	PUBL	COUNTRY	PUBDATE	PUBWEEK	count_ebolasurvivor	count_ebolavictim	count_liberia	count_guinea	count_sierraleone	count_westafrica	count_teresaromero	count_teresaromero ramos	count_spanish	count_spain	count_spanishnurse	count_excalibur	count_carlosiii hospital	count_thomaseric duncan	count_texaspresbyterian hospital	count_dallas	count_texas	count_ambervinson	count_emoryhospital	count_emoryuniversity hospital	count_dallasnurse	count_ninapham	count_nihclinical center	count_bethesda,maryland	count_kentbrantly	count_craigspencer	count_bellevuehospital	count_newyork doctor	count_willpooley	count_williampooley	count_pooley	count_britishnurse	count_britishebola victim	count_royalfree hospital	count_nancywritebol	count_ricksacra	count_ashokamukpo	count_cameraman	count_british-americannbc cameraman	count_martinsalia”	count_“universityof nebraska medical center	count_nebraskamedical center	count_leipzig	count_unworker	count_germanaid worker	count_stgeorg clinic	count_iancrozier	count_miguelpajares	count_brotherpajares	count_brothershospitallers of st. john of god	count_manuelgarcía viejo	count_manuelviejo	count_garciaviejo	count_garcíaviejo	count_sanjuan de dios	count_frenchnurse	count_frenchmedical worker	count_frenchaid worker	count_frenchun worker	count_frenchun employee	count_frenchunited nations worker	count_frenchunited nations employee	count_beginmilitary hospital	count_hospitalbegin	count_whoemployee	count_whoworker	count_worldhealth organisation worker	count_worldhealth organisation employee	count_worldhealth organization worker	count_worldhealth organization employee	count_hamburg	count_timowolf	count_frankfurt	count_norwegianwoman	count_norwegianvictim	count_msfworker	count_msfemployee	all
149	Jocelyn	The Daily Telegraph (London) 	October 7, 2014 Tuesday  Edition 1; National Edition 	Spanish nurse becomes first Ebola victim to contract virus outside Africa 	[UK] The Telegraph	UK	2014-10-07	40	0	1	5	1	2	2	0	0	4	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
150	Fiona	The Daily Telegraph (London) 	October 7, 2014 Tuesday  Edition 2; National Edition 	Nurse is first Ebola case in Europe 	[UK] The Telegraph	UK	2014-10-07	40	0	0	2	0	1	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
151	Peter	The Guardian (London) 	October 7, 2014 Tuesday 	Nurse in Spain falls ill with Ebola: First reported case of infection outside Africa Spanish hospitals are ill-equipped, union says 	[UK] The Guardian	UK	2014-10-07	40	0	0	5	0	1	2	0	0	3	5	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
152	Sara	The Guardian (London) - Final Edition 	October 7, 2014 Tuesday 	Nurse in Spain falls ill with Ebola: First reported case of infection outside Africa Spanish hospitals are ill-equipped, union says 	[UK] The Guardian	UK	2014-10-07	40	0	0	6	0	1	2	0	0	3	4	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
153	Richard	The Guardian (London) - Final Edition 	October 7, 2014 Tuesday 	Analysis: Without care, panic could spread quicker than the virus 	[UK] The Guardian	UK	2014-10-07	40	0	0	1	0	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
154	Lindsay	The Guardian (London) - Final Edition 	October 7, 2014 Tuesday 	Nurse in Spain falls ill with Ebola: First reported case of infection outside Africa Spanish hospitals are ill-equipped, union says 	[UK] The Guardian	UK	2014-10-07	40	0	0	6	0	1	2	0	0	3	4	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
155	Peter	The Guardian (London) - Final Edition 	October 7, 2014 Tuesday 	Analysis: Without care, panic could spread quicker than the virus 	[UK] The Guardian	UK	2014-10-07	40	0	0	1	0	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
156	Fiona	Guardian.com 	October 7, 2014 Tuesday 	FTSE slides 1% as Ebola fears hit travel companies and data disappoints 	[UK] The Guardian	UK	2014-10-07	40	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
157	Caitlin	The Daily Telegraph (London) 	October 6, 2014 Monday  Edition 1; National Edition 	Cameraman with Ebola to land in US as patient in Texas takes turn for the worse 	[UK] The Telegraph	UK	2014-10-06	40	0	0	3	0	1	2	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
158	Sara	The Daily Telegraph (London) 	October 6, 2014 Monday  Edition 2; National Edition 	Cameraman with Ebola to land in US as patient in Texas takes turn for the worse 	[UK] The Telegraph	UK	2014-10-06	40	0	0	3	0	1	2	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
159	Lindsay	The Inquirer (Monrovia) 	October 06, 2014 	Photo Journalist Identifies With NAPUL 	[LI] The Inquirer	LI	2014-10-06	40	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
160	Fiona	The Analyst 	October 05, 2014 	Ready to Defend Ebola Exporter - Woods Stands Up for Duncan 	[LI] The Analyst	LI	2014-10-05	40	0	0	21	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
161	Matt	The Daily Telegraph (London) 	October 4, 2014 Saturday  Edition 1; National Edition 	We've made the Ebola crisis worse 	[UK] The Telegraph	UK	2014-10-04	39	0	0	4	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
162	Kevin	The Daily Telegraph (London) 	October 4, 2014 Saturday  Edition 1; National Edition 	British-US cameraman falls victim to Ebola virus 	[UK] The Telegraph	UK	2014-10-04	39	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
163	Fathima	The Daily Telegraph (London) 	October 3, 2014 Friday  Edition 1; National Edition 	Ebola could become airborne, warns UN chief 	[UK] The Telegraph	UK	2014-10-03	39	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
164	Fathima	The Daily Telegraph (London) 	October 3, 2014 Friday  Edition 1; National Edition 	Unite against horror; THE DAILY TELEGRAPH Established 1855 	[UK] The Telegraph	UK	2014-10-03	39	0	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
165	Sara	The Daily Telegraph (London) 	October 3, 2014 Friday  Edition 2; National Edition 	Ebola could become airborne , warns UN chief 	[UK] The Telegraph	UK	2014-10-03	39	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
166	Jocelyn	The Guardian (London) - Final Edition 	October 3, 2014 Friday 	Ebola cases rise to 'five an hour' in Sierra Leone 	[UK] The Guardian	UK	2014-10-03	39	0	0	5	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
167	Fathima	The Inquirer (Monrovia) 	October 03, 2014 	Gov't to Prosecute Ebola Man in U.S. 	[LI] The Inquirer	LI	2014-10-03	39	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
168	Richard	DAILY MAIL (London) 	October 2, 2014 Thursday 	EBOLA MAY HAVE BEEN PASSED TO U.S. CHILDREN 	[UK] The Daily Mail	UK	2014-10-02	39	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
169	Fathima	DAILY MAIL (London) 	August 25, 2014 Monday 	HERO NURSE HIT 	[UK] The Daily Mail	UK	2014-08-25	34	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	8	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
170	Ines	DAILY MAIL (London) 	August 25, 2014 Monday 	BLOOD-SPATTERED FLOORS AT HOSPITAL WHERE BRAVE UK NURSE GOT EBOLA 	[UK] The Daily Mail	UK	2014-08-25	34	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
171	Peter	DAILY MAIL (London) 	August 25, 2014 Monday 	SEALED WARD WILL BE HOME FOR MONTHS 	[UK] The Daily Mail	UK	2014-08-25	34	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
172	Ines	The Daily Telegraph (London) 	August 25, 2014 Monday  Edition 1; National Edition 	If it works for Ebola, it can work for cancer; A new Bill will, in desperate cases, allow doctors to experiment with untested drugs 	[UK] The Telegraph	UK	2014-08-25	34	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
173	Jocelyn	The Daily Telegraph (London) 	August 25, 2014 Monday  Edition 2; National Edition 	Doctors pin hopes on experimental drugs to treat British Ebola patient 	[UK] The Telegraph	UK	2014-08-25	34	0	0	2	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
174	Lindsay	The Daily Telegraph (London) 	August 25, 2014 Monday  Edition 3; National Edition 	First British victim of Ebola is flown home 	[UK] The Telegraph	UK	2014-08-25	34	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
175	Fathima	The Daily Telegraph (London) 	August 25, 2014 Monday  Edition 1; Scotland 	First British Ebola victim is flown home by the RAF 	[UK] The Telegraph	UK	2014-08-25	34	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
176	Richard	The Guardian (London) - Final Edition 	August 25, 2014 Monday 	Front: British Ebola patient arrives in London for treatment 	[UK] The Guardian	UK	2014-08-25	34	0	0	4	3	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
177	Matt	The Guardian (London) - Final Edition 	August 25, 2014 Monday 	British Ebola patient flies to UK for treatment: Healthcare worker to be taken to isolation unit: Risk to the public remains low, says health chief 	[UK] The Guardian	UK	2014-08-25	34	0	0	4	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
178	Matt	Guardian.com 	August 24, 2014 Sunday 	Briton with Ebola virus flown to UK for treatment 	[UK] The Guardian	UK	2014-08-24	34	0	0	4	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
179	Caitlin	MAIL ON SUNDAY (London) 	August 24, 2014 Sunday 	UK EBOLA ALERT AS INFECTED MEDIC TO FLY HOME 	[UK] The Daily Mail	UK	2014-08-24	34	0	0	5	3	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
180	Fiona	MAIL ON SUNDAY (London) 	August 24, 2014 Sunday 	HOW NEW 'MIRACLE' SERUM COULD SAVE BRITON 	[UK] The Daily Mail	UK	2014-08-24	34	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
181	Lindsay	The Guardian (London) - Final Edition 	August 23, 2014 Saturday 	European alarm 	[UK] The Guardian	UK	2014-08-23	33	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
182	Kevin	The Guardian (London) 	August 23, 2014 Saturday 	European alarm 	[UK] The Guardian	UK	2014-08-23	33	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
183	Sara	The Daily Telegraph (London) 	August 22, 2014 Friday  Edition 2; National Edition 	I am thrilled to be alive, says American survivor given experimental drug treatment; Ebola outbreak 	[UK] The Telegraph	UK	2014-08-22	33	0	0	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
184	Jocelyn	The Guardian (London) - Final Edition 	August 22, 2014 Friday 	'Thrilled to be alive,' the missionaries who beat Ebola after taking experimental drug: Pair contracted the deadly disease working in Liberia: Doctors remain uncertain of therapy's effectiveness 	[UK] The Guardian	UK	2014-08-22	33	1	0	8	3	3	2	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
185	Fathima	The Daily Telegraph (London) 	August 21, 2014 Thursday  Edition 1; National Edition 	Violence as Liberia seals off slum to halt spread of Ebola 	[UK] The Telegraph	UK	2014-08-21	33	0	0	4	3	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
186	Matt	The Daily Telegraph (London) 	August 20, 2014 Wednesday  Edition 1; National Edition 	British Army may help to fight Ebola; Minister says soldiers could set up field hospitals Doctors examine blood transfusions as a solution to the crisis 	[UK] The Telegraph	UK	2014-08-20	33	1	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
187	Richard	The Daily Telegraph (London) 	August 19, 2014 Tuesday  Edition 2; National Edition 	A very animated riposte to criticism; One-star review prompts screenwriter to compare Telegraph journalist to Ebola virus and the crisis in Gaza 	[UK] The Telegraph	UK	2014-08-19	33	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
188	Fiona	The Analyst 	August 14, 2014 	LP Readies Ebola Equipment From USA - Intends to Donate Cash to Samaritan Purse, LNRC 	[LI] The Analyst	LI	2014-08-14	32	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
189	Kevin	DAILY MAIL (London) 	August 13, 2014 Wednesday 	EBOLA? THAT DOESN'T SCARE ME, SAYS ANNE 	[UK] The Daily Mail	UK	2014-08-13	32	0	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
190	Matt	DAILY MAIL (London) 	August 13, 2014 Wednesday 	EBOLA CLAIMS ITS FIRST LIFE ON EUROPEAN SOIL 	[UK] The Daily Mail	UK	2014-08-13	32	0	0	6	3	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
191	Matt	DAILY MAIL (London) 	August 13, 2014 Wednesday 	EBOLA? THAT DOESN'T SCARE ME, SAYS ANNE 	[UK] The Daily Mail	UK	2014-08-13	32	0	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
192	Richard	DAILY MAIL (London) 	August 13, 2014 Wednesday 	EBOLA CLAIMS ITS FIRST LIFE ON EUROPEAN SOIL 	[UK] The Daily Mail	UK	2014-08-13	32	0	0	6	3	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
193	Ines	The Daily Telegraph (London) 	August 13, 2014 Wednesday  Edition 1; National Edition 	Spanish priest becomes the first European to die of Ebola virus 	[UK] The Telegraph	UK	2014-08-13	32	0	0	7	1	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
194	Ines	The Guardian (London) - Final Edition 	August 13, 2014 Wednesday 	Experimental Ebola drugs given go-ahead 	[UK] The Guardian	UK	2014-08-13	32	0	0	3	0	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
195	Caitlin	Guardian.com 	August 12, 2014 Tuesday 	Ebola: Spanish missionary dies of disease after being flown to Madrid 	[UK] The Guardian	UK	2014-08-12	32	0	0	5	1	0	1	0	0	3	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
196	Kevin	Guardian.com 	August 12, 2014 Tuesday 	World Health Organisation allow unlicensed Ebola drugs in west Africa 	[UK] The Guardian	UK	2014-08-12	32	0	0	4	1	0	3	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
197	Fathima	DAILY MAIL (London) 	August 9, 2014 Saturday 	EBOLA NOW A THREAT TO WHOLE WORLD 	[UK] The Daily Mail	UK	2014-08-09	31	0	0	2	1	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
198	Matt	The Daily Telegraph (London) 	August 9, 2014 Saturday  Edition 1; National Edition 	World health chiefs declare international emergency 	[UK] The Telegraph	UK	2014-08-09	31	0	0	3	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
199	Ines	The Daily Telegraph (London) 	August 9, 2014 Saturday  Edition 2; National Edition 	World health chiefs declare international emergency 	[UK] The Telegraph	UK	2014-08-09	31	0	0	3	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
200	Jocelyn	DAILY MAIL (London) 	August 8, 2014 Friday 	ENCASED IN A SEALED PLASTIC CHAMBER, THE FIRST EUROPEAN EBOLA VICTIM RETURNS HOME 	[UK] The Daily Mail	UK	2014-08-08	31	0	0	3	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
201	Richard	The Daily Telegraph (London) 	August 8, 2014 Friday  Edition 1; National Edition 	Bodies 'dumped in the street' as Liberia faces panic over Ebola outbreak 	[UK] The Telegraph	UK	2014-08-08	31	0	0	8	2	3	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
