outlet	date	title	PUBL	COUNTRY	PUBDATE	PUBWEEK	count_ebolasurvivor	count_ebolavictim	count_liberia	count_guinea	count_sierraleone	count_westafrica	count_teresaromero	count_teresaromero ramos	count_spanish	count_spain	count_spanishnurse	count_excalibur	count_carlosiii hospital	count_thomaseric duncan	count_texaspresbyterian hospital	count_dallas	count_texas	count_ambervinson	count_emoryhospital	count_emoryuniversity hospital	count_dallasnurse	count_ninapham	count_nihclinical center	count_bethesda,maryland	count_kentbrantly	count_craigspencer	count_bellevuehospital	count_newyork doctor	count_willpooley	count_williampooley	count_pooley	count_britishnurse	count_britishebola victim	count_royalfree hospital	count_nancywritebol	count_ricksacra	count_ashokamukpo	count_cameraman	count_british-americannbc cameraman	count_martinsalia”	count_“universityof nebraska medical center	count_nebraskamedical center	count_leipzig	count_unworker	count_germanaid worker	count_stgeorg clinic	count_iancrozier	count_miguelpajares	count_brotherpajares	count_brothershospitallers of st. john of god	count_manuelgarcía viejo	count_manuelviejo	count_garciaviejo	count_garcíaviejo	count_sanjuan de dios	count_frenchnurse	count_frenchmedical worker	count_frenchaid worker	count_frenchun worker	count_frenchun employee	count_frenchunited nations worker	count_frenchunited nations employee	count_beginmilitary hospital	count_hospitalbegin	count_whoemployee	count_whoworker	count_worldhealth organisation worker	count_worldhealth organisation employee	count_worldhealth organization worker	count_worldhealth organization employee	count_hamburg	count_timowolf	count_frankfurt	count_norwegianwoman	count_norwegianvictim	count_msfworker	count_msfemployee
The Inquirer (Monrovia) 	September 18, 2014 	THINK Adolescent Girls Take Ebola Awareness to West Point 	[LI] The Inquirer	LI	2014-09-18	37	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	September 18, 2014 	Eight Dead Bodies Found in Ganta 	[LI] The Inquirer	LI	2014-09-18	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	September 18, 2014 	Professor Bruce Identifies With the Citizens of Millsburg 	[LI] The Inquirer	LI	2014-09-18	37	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	September 18, 2014 	"Ebola Is Winning" - Cso Expresses Great Frustration 	[LI] The Inquirer	LI	2014-09-18	37	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	September 18, 2014 	'I'll Not Rest Until We Defeat Ebola-Ellen Assures - Urges Liberians to Play Their Part 	[LI] The Inquirer	LI	2014-09-18	37	0	0	14	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 18, 2014 	Lawyers Pay Tribute to Ebola Victims 	[LI] The NEWS	LI	2014-09-18	37	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 18, 2014 	WHO Welcomes United States Support 	[LI] The NEWS	LI	2014-09-18	37	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 18, 2014 	Irex Donates to Radio Bomi 	[LI] The NEWS	LI	2014-09-18	37	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 18, 2014 	House's Sergeant-At-Arms Faces Quarantine 	[LI] The NEWS	LI	2014-09-18	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 17, 2014 	Top American Epidemiologist Arrives in Liberia 	[LI] The Analyst	LI	2014-09-17	37	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 17, 2014 	Belle Resource Mining Makes Donation to Gbarpolu 	[LI] The Analyst	LI	2014-09-17	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 17, 2014 	LAC Gives U.S.$5,000 to Anti-Ebola Campaigners 	[LI] The Analyst	LI	2014-09-17	37	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 17, 2014 	Criminal Justice Group Warns Against VP Arrest 	[LI] The Analyst	LI	2014-09-17	37	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 17, 2014 	Ghana's President Mahama Frowns On Isolation 	[LI] The Analyst	LI	2014-09-17	37	0	0	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	September 17, 2014 Wednesday  Edition 1; National Edition 	America to deploy 3,000 troops in West Africa to tackle spread of Ebola 	[UK] The Telegraph	UK	2014-09-17	37	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	September 17, 2014 Wednesday  Edition 2; National Edition 	America to deploy 3,000 troops in West Africa to tackle spread of Ebola 	[UK] The Telegraph	UK	2014-09-17	37	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	September 17, 2014 Wednesday 	UN says $1bn needed to contain Ebola epidemic 	[UK] The Guardian	UK	2014-09-17	37	0	1	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 17, 2014 	83 Ebola Victims Died In Three Weeks 	[LI] The NEWS	LI	2014-09-17	37	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 17, 2014 	Liberians Risk Deportation From Canada, America 	[LI] The NEWS	LI	2014-09-17	37	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 17, 2014 	Kofi Woods Speaks 	[LI] The NEWS	LI	2014-09-17	37	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 17, 2014 	Harmful Drugs Reduce to 10 Percent 	[LI] The NEWS	LI	2014-09-17	37	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 17, 2014 	Ebola Fear At the Capitol 	[LI] The NEWS	LI	2014-09-17	37	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 17, 2014 	Coca-Cola Commits U.S. $200,000 Medical Supplies to Contain Ebola 	[LI] The NEWS	LI	2014-09-17	37	0	0	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 17, 2014 	Arcelormittal Launches Contact Tracing Project 	[LI] The NEWS	LI	2014-09-17	37	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 17, 2014 	U.S. Strategizes for Ebola Response 	[LI] The NEWS	LI	2014-09-17	37	0	0	3	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 17, 2014 	We Applaud U.S., Others for Saving Humanity 	[LI] The NEWS	LI	2014-09-17	37	0	0	7	2	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 16, 2014 	FOBY On Anti-Ebola Campaign - Donates to Police 	[LI] The Analyst	LI	2014-09-16	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 16, 2014 	Water in the Desert Holds to Trains Youth to Fight Ebola 	[LI] The Analyst	LI	2014-09-16	37	0	1	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 16, 2014 	Exploitative Regulation Affects Fishing Industry - Seamen Union 	[LI] The Analyst	LI	2014-09-16	37	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 16, 2014 	Anti-Ebola Assistance Slow - Ghanaian Leader Wants More Resources Committed 	[LI] The Analyst	LI	2014-09-16	37	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 16, 2014 	Don't Isolate Liberia for Ebola - Amb. Wesseh 	[LI] The Analyst	LI	2014-09-16	37	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guardian.com 	September 16, 2014 Tuesday 	Ebola outbreak: US to send 3,000 troops to west Africa to fight epidemic 	[UK] The Guardian	UK	2014-09-16	37	0	1	6	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	September 16, 2014 	Novafone Donates to Ebola 	[LI] The Inquirer	LI	2014-09-16	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	September 16, 2014 	THINK-INC Identifies With Several 	[LI] The Inquirer	LI	2014-09-16	37	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	September 16, 2014 	Ghanaian Leader Braves Ebola Storm 	[LI] The Inquirer	LI	2014-09-16	37	0	0	7	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	September 16, 2014 	Fula Community Gives Three Pick-ups, Rice, Others 	[LI] The Inquirer	LI	2014-09-16	37	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 16, 2014 	NEC Clarifies VOA News Report 	[LI] The NEWS	LI	2014-09-16	37	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 16, 2014 	Minister Seeks Partnership With Transport Union 	[LI] The NEWS	LI	2014-09-16	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 16, 2014 	PPAL Embarks On Ebola Campaign 	[LI] The NEWS	LI	2014-09-16	37	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 16, 2014 	Liberian Woman Commits 'Suicide' 	[LI] The NEWS	LI	2014-09-16	37	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 16, 2014 	Respect Rights in Ebola Response 	[LI] The NEWS	LI	2014-09-16	37	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 16, 2014 	Senatorial Election Decision Out of Order 	[LI] The NEWS	LI	2014-09-16	37	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 16, 2014 	PUL Raises Newspaper Closure With Ellen 	[LI] The NEWS	LI	2014-09-16	37	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	September 16, 2014 	UN Assures Liberia of Support to Fight Ebola 	[LI] The NEWS	LI	2014-09-16	37	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 15, 2014 	'Stop Abusing State of Emergency' - Woods 	[LI] The Analyst	LI	2014-09-15	37	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 15, 2014 	Brumskine Provides Aid to Ebola-Fighting Institutions 	[LI] The Analyst	LI	2014-09-15	37	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 15, 2014 	U.S. Anti-Ebola Aid - Announces $100 Million Donation 	[LI] The Analyst	LI	2014-09-15	37	0	1	11	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 15, 2014 	Ref. - We Think You Must Attend [column] 	[LI] The Analyst	LI	2014-09-15	37	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 15, 2014 	Ghana's President Visits Liberia Sept. 15 	[LI] The Analyst	LI	2014-09-15	37	0	0	8	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 15, 2014 	'Tell Us Your Mission or Leave Bong County' 	[LI] The Analyst	LI	2014-09-15	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 15, 2014 	Liberian Youths Unite Against Ebola 	[LI] The Analyst	LI	2014-09-15	37	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 15, 2014 	Reduction in Ebola Cases in District #16 - Cleric Discloses 	[LI] The Analyst	LI	2014-09-15	37	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 15, 2014 	Wesleyan Church Builds Ebola Education Center in 72nd 	[LI] The Analyst	LI	2014-09-15	37	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 15, 2014 	Man, 62 Buried 21 Suspected Ebola Victims Without PPE 	[LI] The Analyst	LI	2014-09-15	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 15, 2014 	Yes Conducts Anti-Ebola Gender Awareness Training 	[LI] The Analyst	LI	2014-09-15	37	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 15, 2014 	Pres. Johnson-Sirleaf Writes Pres. Obama 	[LI] The Analyst	LI	2014-09-15	37	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	September 15, 2014 	UN Under Secretary Assures Liberia Amidst Ebola Epidemic 	[LI] The Analyst	LI	2014-09-15	37	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	September 15, 2014 	City Mayor Honors UL Volunteers 	[LI] The Inquirer	LI	2014-09-15	37	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	September 15, 2014 	Two Local NGOs Donate to Ebola Fight 	[LI] The Inquirer	LI	2014-09-15	37	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	September 15, 2014 	U.S. Military to Build 25-Bedroom Ebola Hospital 	[LI] The Inquirer	LI	2014-09-15	37	0	0	4	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
